issn_l,sourcerecord_id,source_title_medline_sourced_journals_are_indicated_in_green,ajcs,top_level_code,subject_area,top_level
2692-1952,21101057642,ACS Agricultural Science and Technology,1102,11,Agricultural and Biological Sciences,Life Sciences
2692-1952,21101057642,ACS Agricultural Science and Technology,1106,11,Agricultural and Biological Sciences,Life Sciences
0002-7863,22680,Journal of the American Chemical Society,1505,15,Chemical Engineering,Physical Sciences
0002-7863,22680,Journal of the American Chemical Society,1303,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
0002-7863,22680,Journal of the American Chemical Society,1600,16,Chemistry,Physical Sciences
0002-7863,22680,Journal of the American Chemical Society,1503,15,Chemical Engineering,Physical Sciences
0009-2347,16379,Chemical and Engineering News,1500,15,Chemical Engineering,Physical Sciences
0095-2338,24617,Journal of Chemical Information and Computer Sciences,1703,17,Computer Science,Physical Sciences
0095-2338,24617,Journal of Chemical Information and Computer Sciences,1706,17,Computer Science,Physical Sciences
0095-2338,24617,Journal of Chemical Information and Computer Sciences,1710,17,Computer Science,Physical Sciences
0095-2338,24617,Journal of Chemical Information and Computer Sciences,1600,16,Chemistry,Physical Sciences
0003-0007,12074,Bulletin of the American Meteorological Society,1902,19,Earth and Planetary Sciences,Physical Sciences
0022-3670,27788,Journal of Physical Oceanography,1910,19,Earth and Planetary Sciences,Physical Sciences
0022-4928,13552,Journals of the Atmospheric Sciences,1902,19,Earth and Planetary Sciences,Physical Sciences
0027-0644,13482,Monthly Weather Review,1902,19,Earth and Planetary Sciences,Physical Sciences
0739-0572,13549,Journal of Atmospheric and Oceanic Technology,1902,19,Earth and Planetary Sciences,Physical Sciences
0739-0572,13549,Journal of Atmospheric and Oceanic Technology,2212,22,Engineering,Physical Sciences
0882-8156,14764,Weather and Forecasting,1902,19,Earth and Planetary Sciences,Physical Sciences
0894-8755,13550,Journal of Climate,1902,19,Earth and Planetary Sciences,Physical Sciences
1525-7541,29539,Journal of Hydrometeorology,1902,19,Earth and Planetary Sciences,Physical Sciences
1558-8424,4400151717,Journal of Applied Meteorology and Climatology,1902,19,Earth and Planetary Sciences,Physical Sciences
1948-8327,21100215718,"Weather, Climate, and Society",1902,19,Earth and Planetary Sciences,Physical Sciences
1948-8327,21100215718,"Weather, Climate, and Society",3301,33,Social Sciences,Social Sciences
1948-8327,21100215718,"Weather, Climate, and Society",2306,23,Environmental Science,Physical Sciences
0031-9007,29150,Physical Review Letters,3100,31,Physics and Astronomy,Physical Sciences
0034-6861,29719,Reviews of Modern Physics,3100,31,Physics and Astronomy,Physical Sciences
2331-7019,21100431535,Physical Review Applied,3100,31,Physics and Astronomy,Physical Sciences
2469-990X,21100836848,Physical Review Fluids,1507,15,Chemical Engineering,Physical Sciences
2469-990X,21100836848,Physical Review Fluids,2611,26,Mathematics,Physical Sciences
2469-990X,21100836848,Physical Review Fluids,2206,22,Engineering,Physical Sciences
2469-9926,21100874237,Physical Review A,3107,31,Physics and Astronomy,Physical Sciences
2469-9950,21100874236,Physical Review B,3104,31,Physics and Astronomy,Physical Sciences
2469-9950,21100874236,Physical Review B,2504,25,Materials Science,Physical Sciences
2469-9985,21100829284,Physical Review C,3106,31,Physics and Astronomy,Physical Sciences
2470-0010,21100779241,Physical Review D,3101,31,Physics and Astronomy,Physical Sciences
2470-0010,21100779241,Physical Review D,3106,31,Physics and Astronomy,Physical Sciences
2470-0045,21100855841,Physical Review E,3104,31,Physics and Astronomy,Physical Sciences
2470-0045,21100855841,Physical Review E,2613,26,Mathematics,Physical Sciences
2470-0045,21100855841,Physical Review E,3109,31,Physics and Astronomy,Physical Sciences
2475-9953,21100894055,Physical Review Materials,3101,31,Physics and Astronomy,Physical Sciences
2475-9953,21100894055,Physical Review Materials,2500,25,Materials Science,Physical Sciences
0022-3077,23475,Journal of Neurophysiology,1314,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
0022-3077,23475,Journal of Neurophysiology,2800,28,Neuroscience,Life Sciences
0031-9333,24004,Physiological Reviews,2737,27,Medicine,Health Sciences
0031-9333,24004,Physiological Reviews,1312,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
0031-9333,24004,Physiological Reviews,1314,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
0031-9333,24004,Physiological Reviews,2700,27,Medicine,Health Sciences
0193-1849,23308,American Journal of Physiology - Endocrinology and Metabolism,2737,27,Medicine,Health Sciences
0193-1849,23308,American Journal of Physiology - Endocrinology and Metabolism,1314,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
0193-1849,23308,American Journal of Physiology - Endocrinology and Metabolism,2712,27,Medicine,Health Sciences
0193-1857,23310,American Journal of Physiology - Gastrointestinal and Liver Physiology,2737,27,Medicine,Health Sciences
0193-1857,23310,American Journal of Physiology - Gastrointestinal and Liver Physiology,2715,27,Medicine,Health Sciences
0193-1857,23310,American Journal of Physiology - Gastrointestinal and Liver Physiology,2721,27,Medicine,Health Sciences
0193-1857,23310,American Journal of Physiology - Gastrointestinal and Liver Physiology,1314,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
0363-6119,23327,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,2737,27,Medicine,Health Sciences
0363-6119,23327,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,1314,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
0363-6135,23311,American Journal of Physiology - Heart and Circulatory Physiology,2737,27,Medicine,Health Sciences
0363-6135,23311,American Journal of Physiology - Heart and Circulatory Physiology,2705,27,Medicine,Health Sciences
0363-6135,23311,American Journal of Physiology - Heart and Circulatory Physiology,1314,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
0363-6143,23306,American Journal of Physiology - Cell Physiology,1307,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
0363-6143,23306,American Journal of Physiology - Cell Physiology,1314,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1040-0605,23326,American Journal of Physiology - Lung Cellular and Molecular Physiology,1307,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1040-0605,23326,American Journal of Physiology - Lung Cellular and Molecular Physiology,2737,27,Medicine,Health Sciences
1040-0605,23326,American Journal of Physiology - Lung Cellular and Molecular Physiology,2740,27,Medicine,Health Sciences
1040-0605,23326,American Journal of Physiology - Lung Cellular and Molecular Physiology,1314,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1094-8341,35934,Physiological Genomics,1311,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1094-8341,35934,Physiological Genomics,1314,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1522-1466,23328,American Journal of Physiology - Renal Fluid and Electrolyte Physiology,1314,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1522-1466,9500153964,American Journal of Physiology - Renal Physiology,2748,27,Medicine,Health Sciences
1522-1466,9500153964,American Journal of Physiology - Renal Physiology,1314,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1522-1601,23454,Journal of Applied Physiology,2737,27,Medicine,Health Sciences
1522-1601,23454,Journal of Applied Physiology,1314,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1548-9221,24006,Physiology,1314,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
0886-1714,39980,News in Physiological Sciences,1314,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
0002-9432,29471,American Journal of Orthopsychiatry,2738,27,Medicine,Health Sciences
0002-9432,29471,American Journal of Orthopsychiatry,3201,32,Psychology,Social Sciences
0002-9432,29471,American Journal of Orthopsychiatry,1201,12,Arts and Humanities,Social Sciences
0002-9432,29471,American Journal of Orthopsychiatry,3204,32,Psychology,Social Sciences
0003-066X,29492,American Psychologist,3200,32,Psychology,Social Sciences
0003-066X,29492,American Psychologist,2700,27,Medicine,Health Sciences
0008-400X,12819,Canadian Journal of Behavioural Science,3200,32,Psychology,Social Sciences
0012-1649,13500,Developmental Psychology,3319,33,Social Sciences,Social Sciences
0012-1649,13500,Developmental Psychology,3204,32,Psychology,Social Sciences
0012-1649,13500,Developmental Psychology,3317,33,Social Sciences,Social Sciences
0021-843X,15370,Journal of Abnormal Psychology,3203,32,Psychology,Social Sciences
0021-843X,15370,Journal of Abnormal Psychology,2738,27,Medicine,Health Sciences
0021-843X,15370,Journal of Abnormal Psychology,2803,28,Neuroscience,Life Sciences
0021-843X,15300154844,Journal of Abnormal Psychology,3203,32,Psychology,Social Sciences
0021-9010,15388,Journal of Applied Psychology,3202,32,Psychology,Social Sciences
0022-006X,15439,Journal of Consulting and Clinical Psychology,2738,27,Medicine,Health Sciences
0022-006X,15439,Journal of Consulting and Clinical Psychology,3203,32,Psychology,Social Sciences
0022-0167,15452,Journal of Counseling Psychology,2738,27,Medicine,Health Sciences
0022-0167,15452,Journal of Counseling Psychology,3203,32,Psychology,Social Sciences
0022-0167,15452,Journal of Counseling Psychology,2700,27,Medicine,Health Sciences
0022-0167,15452,Journal of Counseling Psychology,3207,32,Psychology,Social Sciences
0022-0663,12808,Journal of Educational Psychology,3204,32,Psychology,Social Sciences
0022-0663,12808,Journal of Educational Psychology,3304,33,Social Sciences,Social Sciences
0022-3514,30039,Journal of Personality and Social Psychology,3312,33,Social Sciences,Social Sciences
0022-3514,30039,Journal of Personality and Social Psychology,3207,32,Psychology,Social Sciences
0033-2909,13443,Psychological Bulletin,1207,12,Arts and Humanities,Social Sciences
0033-2909,13443,Psychological Bulletin,3200,32,Psychology,Social Sciences
0033-295X,13467,Psychological Review,3200,32,Psychology,Social Sciences
0033-3204,14077,Psychotherapy,2738,27,Medicine,Health Sciences
0033-3204,14077,Psychotherapy,3203,32,Psychology,Social Sciences
0090-5550,14112,Rehabilitation Psychology,2738,27,Medicine,Health Sciences
0090-5550,14112,Rehabilitation Psychology,3203,32,Psychology,Social Sciences
0090-5550,14112,Rehabilitation Psychology,2742,27,Medicine,Health Sciences
0090-5550,14112,Rehabilitation Psychology,3612,36,Health Professions,Health Sciences
0096-1523,15481,Journal of Experimental Psychology: Human Perception and Performance,2802,28,Neuroscience,Life Sciences
0096-1523,15481,Journal of Experimental Psychology: Human Perception and Performance,1201,12,Arts and Humanities,Social Sciences
0096-1523,15481,Journal of Experimental Psychology: Human Perception and Performance,3205,32,Psychology,Social Sciences
0096-3445,15478,Journal of Experimental Psychology: General,2806,28,Neuroscience,Life Sciences
0096-3445,15478,Journal of Experimental Psychology: General,3200,32,Psychology,Social Sciences
0096-3445,15478,Journal of Experimental Psychology: General,3205,32,Psychology,Social Sciences
0147-7307,17545,Law and Human Behavior,3308,33,Social Sciences,Social Sciences
0147-7307,17545,Law and Human Behavior,2738,27,Medicine,Health Sciences
0147-7307,17545,Law and Human Behavior,3200,32,Psychology,Social Sciences
0147-7307,17545,Law and Human Behavior,1201,12,Arts and Humanities,Social Sciences
0278-6133,14277,Health Psychology,2738,27,Medicine,Health Sciences
0278-6133,14277,Health Psychology,3202,32,Psychology,Social Sciences
0278-7393,15482,Journal of Experimental Psychology: Learning Memory and Cognition,3310,33,Social Sciences,Social Sciences
0278-7393,15482,Journal of Experimental Psychology: Learning Memory and Cognition,1203,12,Arts and Humanities,Social Sciences
0278-7393,15482,Journal of Experimental Psychology: Learning Memory and Cognition,3205,32,Psychology,Social Sciences
0708-5591,12825,Canadian Psychology,3200,32,Psychology,Social Sciences
0735-7028,13339,Professional Psychology: Research and Practice,3200,32,Psychology,Social Sciences
0735-7044,12122,Behavioral Neuroscience,2802,28,Neuroscience,Life Sciences
0736-9735,13420,Psychoanalytic Psychology,3203,32,Psychology,Social Sciences
0882-7974,29802,Psychology and Aging,2717,27,Medicine,Health Sciences
0882-7974,29802,Psychology and Aging,1302,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
0882-7974,29802,Psychology and Aging,3207,32,Psychology,Social Sciences
0887-3267,19700188266,Humanistic Psychologist,3202,32,Psychology,Social Sciences
0887-3267,19700188266,Humanistic Psychologist,3207,32,Psychology,Social Sciences
0893-164X,25372,Psychology of Addictive Behaviors,2738,27,Medicine,Health Sciences
0893-164X,25372,Psychology of Addictive Behaviors,3203,32,Psychology,Social Sciences
0893-164X,25372,Psychology of Addictive Behaviors,2701,27,Medicine,Health Sciences
0893-3200,15503,Journal of Family Psychology,3200,32,Psychology,Social Sciences
0894-4105,18013,Neuropsychology,3206,32,Psychology,Social Sciences
0969-5893,12844,Clinical Psychology: Science and Practice,3203,32,Psychology,Social Sciences
1040-3590,13442,Psychological Assessment,2738,27,Medicine,Health Sciences
1040-3590,13442,Psychological Assessment,3203,32,Psychology,Social Sciences
1053-0479,144801,Journal of Psychotherapy Integration,2738,27,Medicine,Health Sciences
1053-0479,144801,Journal of Psychotherapy Integration,3203,32,Psychology,Social Sciences
1053-0797,13541,Dreaming,3200,32,Psychology,Social Sciences
1064-1297,14144,Experimental and Clinical Psychopharmacology,2736,27,Medicine,Health Sciences
1064-1297,14144,Experimental and Clinical Psychopharmacology,2738,27,Medicine,Health Sciences
1064-1297,14144,Experimental and Clinical Psychopharmacology,3004,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
1065-9293,70451,Consulting Psychology Journal,3201,32,Psychology,Social Sciences
1065-9293,70451,Consulting Psychology Journal,3202,32,Psychology,Social Sciences
1068-8471,19500157012,Journal of Theoretical and Philosophical Psychology,3200,32,Psychology,Social Sciences
1068-8471,19500157012,Journal of Theoretical and Philosophical Psychology,1211,12,Arts and Humanities,Social Sciences
1072-5245,14761,International Journal of Stress Management,3200,32,Psychology,Social Sciences
1072-5245,14761,International Journal of Stress Management,3202,32,Psychology,Social Sciences
1072-5245,14761,International Journal of Stress Management,1400,14,"Business, Management and Accounting",Social Sciences
1072-5245,14761,International Journal of Stress Management,3304,33,Social Sciences,Social Sciences
1072-5245,14761,International Journal of Stress Management,2700,27,Medicine,Health Sciences
1076-8971,14045,"Psychology, Public Policy, and Law",3308,33,Social Sciences,Social Sciences
1076-8971,14045,"Psychology, Public Policy, and Law",3312,33,Social Sciences,Social Sciences
1076-8971,14045,"Psychology, Public Policy, and Law",3207,32,Psychology,Social Sciences
1076-898X,15476,Journal of Experimental Psychology: Applied,3205,32,Psychology,Social Sciences
1076-8998,29282,Journal of Occupational Health Psychology,2739,27,Medicine,Health Sciences
1076-8998,29282,Journal of Occupational Health Psychology,3202,32,Psychology,Social Sciences
1078-1919,12793,Peace and Conflict,3320,33,Social Sciences,Social Sciences
1082-989X,13461,Psychological Methods,3201,32,Psychology,Social Sciences
1085-9373,11700154712,Traumatology,2739,27,Medicine,Health Sciences
1085-9373,11700154712,Traumatology,2711,27,Medicine,Health Sciences
1085-9373,11700154712,Traumatology,2900,29,Nursing,Health Sciences
